"No.","Time","Source","Destination","Protocol","Length","Info"
"341","0.878959","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=365898 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"342","0.879099","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=367262 Win=62876 Len=0"
"343","0.882149","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=367262 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"344","0.882153","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=368722 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"345","0.882154","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=370182 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"346","0.882156","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=371642 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"347","0.882385","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=372718 Win=64240 Len=0"
"348","0.883240","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=372718 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"349","0.883245","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=374178 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"350","0.883247","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=375638 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"351","0.883253","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=377098 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"352","0.883255","45.56.99.101","192.168.1.27","TCP","1034","80  >  51952 [PSH, ACK] Seq=378558 Ack=77 Win=64240 Len=980 [TCP PDU reassembled in 616]"
"353","0.883488","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=379538 Win=64240 Len=0"
"354","0.884584","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=379538 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"355","0.884587","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=380998 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"356","0.884589","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=382458 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"357","0.884596","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=383918 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"358","0.884597","45.56.99.101","192.168.1.27","TCP","1034","80  >  51952 [PSH, ACK] Seq=385378 Ack=77 Win=64240 Len=980 [TCP PDU reassembled in 616]"
"359","0.884823","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=386358 Win=64240 Len=0"
"360","0.885299","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=386358 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"361","0.885302","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=387818 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"362","0.885303","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=389278 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"363","0.885309","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=390738 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"364","0.885311","45.56.99.101","192.168.1.27","TCP","1034","80  >  51952 [PSH, ACK] Seq=392198 Ack=77 Win=64240 Len=980 [TCP PDU reassembled in 616]"
"365","0.885547","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=393178 Win=64240 Len=0"
"366","0.885891","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=393178 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"367","0.886020","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=394542 Win=62876 Len=0"
"368","0.886929","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=394542 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"369","0.904250","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=395906 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"370","0.904721","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=397270 Win=64240 Len=0"
"371","0.906208","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=397270 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"372","0.906216","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=398730 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"373","0.906218","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=400190 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"374","0.906613","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=401362 Win=64240 Len=0"
"375","0.925318","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=401362 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"376","0.925324","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=402822 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"377","0.925325","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=404282 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"378","0.925327","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=405742 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"379","0.925639","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=406818 Win=64240 Len=0"
"380","0.926383","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=406818 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"381","0.926411","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=408278 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"382","0.926418","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=409738 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"383","0.926419","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=411198 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"384","0.926658","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=412274 Win=64240 Len=0"
"385","0.933226","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=412274 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"386","0.933234","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=413734 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"387","0.933236","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=415194 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"388","0.933695","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=416366 Win=64240 Len=0"
"389","0.934726","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=416366 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"390","0.954321","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=417730 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"391","0.954327","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=419190 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"392","0.954329","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=420650 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"393","0.954330","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=422110 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"394","0.954612","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=423186 Win=64240 Len=0"
"395","0.961055","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=423186 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"396","0.961060","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=424646 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"397","0.961061","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=426106 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"398","0.961062","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=427566 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"399","0.961269","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=428642 Win=64240 Len=0"
"400","0.964938","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=428642 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"401","0.964943","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=430102 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"402","0.964944","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=431562 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"403","0.965135","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=432734 Win=64240 Len=0"
"404","0.965438","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=432734 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"405","0.965442","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=434194 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"406","0.965443","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=435654 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"407","0.965445","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=437114 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"408","0.965448","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=438574 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"409","0.965456","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=440034 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"410","0.965460","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=441494 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"411","0.965461","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=442954 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"412","0.965463","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=444414 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"413","0.965464","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=445874 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"414","0.965468","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=447334 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"415","0.965471","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=448794 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"416","0.965472","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=450254 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"417","0.965480","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=451714 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"418","0.965484","45.56.99.101","192.168.1.27","TCP","1438","80  >  51952 [PSH, ACK] Seq=453174 Ack=77 Win=64240 Len=1384 [TCP PDU reassembled in 616]"
"419","0.965998","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=454558 Win=64240 Len=0"
"420","0.966258","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=454558 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"421","0.966262","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=456018 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"422","0.966263","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=457478 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"423","0.966287","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=458650 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"424","0.966446","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=460014 Win=64240 Len=0"
"425","0.967287","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=460014 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"426","0.967290","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=461474 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"427","0.967417","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=462742 Win=64240 Len=0"
"428","0.984451","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=462742 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"429","0.984457","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=464202 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"430","0.984459","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=465662 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"431","0.984460","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=467122 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"432","0.984852","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=468198 Win=64240 Len=0"
"433","0.999079","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=468198 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"434","0.999084","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=469658 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"435","0.999252","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=470926 Win=64240 Len=0"
"436","1.000088","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=470926 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"437","1.000091","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=472386 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"438","1.000214","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=473654 Win=64240 Len=0"
"439","1.007186","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=473654 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"440","1.007190","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=475114 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"441","1.007191","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=476574 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"442","1.007192","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=478034 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"443","1.007192","45.56.99.101","192.168.1.27","TCP","1034","80  >  51952 [PSH, ACK] Seq=479494 Ack=77 Win=64240 Len=980 [TCP PDU reassembled in 616]"
"444","1.007420","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=480474 Win=64240 Len=0"
"445","1.008248","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=480474 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"446","1.008251","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=481934 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"447","1.008252","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=483394 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"448","1.008401","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=484566 Win=64240 Len=0"
"449","1.014225","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=484566 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"450","1.014229","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=486026 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"451","1.014428","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=487294 Win=64240 Len=0"
"452","1.030369","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=487294 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"453","1.030375","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=488754 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"454","1.030377","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=490214 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"455","1.030378","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=491674 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"456","1.030620","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=492750 Win=64240 Len=0"
"457","1.031007","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=492750 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"458","1.031011","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=494210 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"459","1.031023","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=495670 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"460","1.031217","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=496842 Win=64240 Len=0"
"461","1.034252","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=496842 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"462","1.034259","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=498302 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"463","1.034654","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=499570 Win=64240 Len=0"
"464","1.035183","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=499570 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"465","1.035213","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=501030 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"466","1.035468","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=502298 Win=64240 Len=0"
"467","1.041229","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=502298 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"468","1.041233","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=503758 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"469","1.041433","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=505026 Win=64240 Len=0"
"470","1.043125","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=505026 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"471","1.043130","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=506486 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"472","1.043131","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=507946 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"473","1.043132","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=509406 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"474","1.043339","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=510482 Win=64240 Len=0"
"475","1.044323","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=510482 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"476","1.044328","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=511942 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"477","1.044329","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=513402 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"478","1.044330","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=514862 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"479","1.044334","45.56.99.101","192.168.1.27","TCP","1034","80  >  51952 [PSH, ACK] Seq=516322 Ack=77 Win=64240 Len=980 [TCP PDU reassembled in 616]"
"480","1.044600","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=517302 Win=64240 Len=0"
"481","1.045306","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=517302 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"482","1.045310","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=518762 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"483","1.045312","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=520222 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"484","1.045317","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=521682 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"485","1.045329","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=523142 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"486","1.045333","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=524602 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"487","1.045336","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=526062 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"488","1.045338","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=527522 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"489","1.045345","45.56.99.101","192.168.1.27","TCP","650","80  >  51952 [PSH, ACK] Seq=528982 Ack=77 Win=64240 Len=596 [TCP PDU reassembled in 616]"
"490","1.045759","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=529578 Win=64240 Len=0"
"491","1.046958","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=529578 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"492","1.048870","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=530942 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"493","1.049001","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=532306 Win=64240 Len=0"
"494","1.050134","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=532306 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"495","1.050138","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=533766 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"496","1.050140","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=535226 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"497","1.050336","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=536398 Win=64240 Len=0"
"498","1.054235","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=536398 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"499","1.054239","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=537858 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"500","1.054240","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=539318 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"501","1.054241","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=540778 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"502","1.054557","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=541854 Win=64240 Len=0"
"503","1.074454","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=541854 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"504","1.074460","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=543314 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"505","1.074461","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=544774 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"506","1.074462","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=546234 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"507","1.074701","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=547310 Win=64240 Len=0"
"508","1.082401","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=547310 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"509","1.082412","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=548770 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"510","1.082415","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=550230 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
